Age,Gender,Occupation,Monthly_Income
64,Male,Self-Employed,38933
46,Male,Working Professional,40555
50,Female,Student,68761
47,Male,Student,53612
56,Male,Student,40800
44,Female,Student,60414
53,Male,Student,49143
46,Male,Working Professional,34380
55,Female,Student,57478
50,Female,Working Professional,84434
54,Female,Retired,55640
44,Female,Working Professional,63385
50,Male,Working Professional,33280
21,Female,Self-Employed,45725
39,Male,Self-Employed,27603
19,Male,Retired,30313
27,Male,Self-Employed,58898
22,Male,Self-Employed,45370
27,Male,Student,55860
50,Male,Student,47539
55,Female,Retired,68000
30,Male,Retired,54134
48,Male,Student,41098
64,Other,Self-Employed,39967
53,Female,Self-Employed,78119
62,Female,Working Professional,48658
41,Male,Retired,52665
32,Male,Student,57089
46,Male,Retired,58296
25,Male,Student,64330
22,Female,Student,41305
46,Male,Working Professional,46271
64,Male,Student,45499
21,Male,Self-Employed,55658
29,Male,Student,27683
62,Female,Self-Employed,55344
19,Female,Working Professional,68199
44,Other,Student,30209
48,Male,Working Professional,65400
53,Female,Self-Employed,74435
53,Male,Retired,53870
43,Female,Student,43354
60,Female,Retired,53485
44,Male,Working Professional,33399
22,Female,Retired,38312
37,Female,Retired,52316
28,Male,Student,44851
27,Female,Working Professional,33403
57,Male,Retired,58127
55,Female,Student,43342
23,Female,Self-Employed,53850
25,Male,Self-Employed,50155
40,Other,Working Professional,51841
64,Male,Retired,41643
43,Other,Retired,29027
63,Male,Retired,43865
60,Male,Retired,52206
29,Female,Self-Employed,49454
43,Female,Student,55465
30,Male,Retired,58294
57,Female,Retired,39599
35,Male,Student,40022
42,Female,Working Professional,48472
50,Female,Student,48164
64,Female,Retired,62108
57,Male,Working Professional,65448
60,Female,Student,39152
29,Male,Student,79055
61,Male,Retired,61914
53,Other,Working Professional,57996
21,Male,Retired,64554
22,Female,Student,54014
54,Female,Working Professional,52218
25,Male,Retired,77563
59,Male,Working Professional,37479
45,Male,Retired,52040
48,Female,Self-Employed,55904
26,Male,Self-Employed,64913
46,Male,Working Professional,52801
31,Female,Self-Employed,57793
57,Female,Student,46702
58,Male,Student,45610
39,Female,Working Professional,41818
28,Male,Student,58361
40,Male,Student,38383
18,Female,Working Professional,84994
63,Male,Retired,36411
54,Other,Student,31937
38,Female,Self-Employed,43847
43,Male,Working Professional,50362
63,Male,Student,59266
53,Male,Self-Employed,37063
40,Female,Retired,27678
18,Female,Working Professional,52057
57,Male,Retired,39334
32,Female,Working Professional,38153
38,Female,Retired,21388
64,Female,Retired,48759
26,Female,Retired,43944
26,Male,Self-Employed,73608
27,Female,Self-Employed,47932
43,Female,Student,63370
58,Male,Student,44303
52,Female,Student,35443
42,Male,Student,72181
43,Female,Working Professional,40943
28,Male,Self-Employed,58168
55,Female,Retired,19637
19,Female,Working Professional,40389
24,Male,Student,53706
35,Female,Self-Employed,58371
44,Male,Self-Employed,50600
51,Female,Self-Employed,56057
44,Male,Working Professional,45157
34,Female,Student,72765
60,Male,Self-Employed,68471
61,Male,Self-Employed,61131
41,Male,Self-Employed,42382
42,Female,Working Professional,64999
24,Male,Student,31718
23,Female,Student,49497
41,Male,Retired,58231
50,Male,Retired,22507
46,Female,Self-Employed,64716
60,Male,Student,41823
39,Male,Self-Employed,58148
43,Female,Working Professional,43831
45,Male,Student,86852
38,Female,Student,48654
24,Female,Retired,47929
34,Female,Self-Employed,44673
37,Male,Student,58151
58,Male,Retired,33503
37,Male,Student,41442
39,Female,Working Professional,57189
45,Female,Retired,35669
57,Male,Self-Employed,54314
24,Female,Student,36556
18,Female,Student,55288
49,Male,Self-Employed,57576
30,Male,Retired,64127
47,Male,Retired,38993
40,Female,Working Professional,62976
36,Female,Self-Employed,57455
49,Female,Working Professional,56515
47,Male,Retired,48078
46,Other,Student,41216
62,Female,Student,45213
46,Male,Self-Employed,64749
47,Female,Working Professional,25689
33,Female,Self-Employed,59962
57,Male,Self-Employed,64323
36,Female,Student,19390
35,Female,Student,46784
18,Male,Self-Employed,39217
31,Female,Retired,47126
64,Female,Student,45314
19,Female,Retired,37776
45,Female,Retired,55253
47,Female,Self-Employed,75576
55,Male,Student,53222
21,Male,Retired,44421
18,Female,Self-Employed,52753
25,Male,Working Professional,12096
46,Male,Working Professional,41540
56,Male,Student,47928
20,Male,Retired,43846
49,Female,Student,60155
27,Female,Retired,46823
27,Male,Working Professional,22138
36,Male,Self-Employed,30727
63,Female,Self-Employed,56440
51,Male,Student,48134
50,Female,Student,58341
40,Female,Working Professional,42342
45,Other,Self-Employed,64016
49,Male,Self-Employed,26978
24,Male,Retired,44896
46,Female,Retired,52426
25,Female,Self-Employed,64339
18,Female,Working Professional,70501
20,Female,Working Professional,42482
41,Female,Retired,84316
40,Male,Retired,34241
25,Female,Self-Employed,20172
64,Male,Student,59325
54,Male,Working Professional,35963
20,Female,Retired,63199
50,Female,Working Professional,32010
45,Female,Working Professional,58970
64,Female,Student,51655
25,Male,Retired,44820
51,Female,Self-Employed,47027
52,Male,Student,45962
49,Female,Retired,84892
41,Female,Self-Employed,63496
31,Male,Working Professional,39194
49,Male,Self-Employed,46176
63,Female,Working Professional,46945
60,Male,Student,49460
33,Male,Self-Employed,53813
21,Other,Student,61314
54,Female,Working Professional,21544
38,Male,Student,58395
31,Female,Retired,68626
48,Female,Working Professional,74040
35,Male,Working Professional,52279
24,Female,Retired,53713
27,Male,Self-Employed,61798
24,Female,Student,23586
50,Female,Retired,18413
40,Female,Self-Employed,46878
38,Male,Self-Employed,40862
36,Male,Retired,64989
36,Male,Self-Employed,42643
53,Male,Student,47309
46,Male,Retired,66879
35,Male,Working Professional,36279
19,Male,Retired,55107
18,Female,Student,67773
64,Male,Retired,47677
22,Female,Self-Employed,49278
37,Male,Working Professional,34966
28,Female,Retired,47656
59,Male,Retired,33806
19,Male,Student,47194
20,Male,Self-Employed,40960
40,Male,Student,45144
29,Male,Self-Employed,59438
37,Female,Student,38340
22,Male,Working Professional,28502
54,Female,Retired,43529
55,Male,Self-Employed,29754
47,Other,Student,13352
26,Female,Self-Employed,54309
51,Male,Self-Employed,63590
61,Male,Self-Employed,48140
52,Female,Self-Employed,61064
39,Female,Retired,35377
61,Female,Self-Employed,45432
41,Male,Student,60943
34,Female,Student,60694
27,Male,Working Professional,46160
47,Male,Retired,39745
63,Female,Student,41348
40,Female,Retired,34907
49,Other,Student,58123
34,Female,Working Professional,40041
34,Female,Retired,26421
31,Male,Self-Employed,53890
26,Male,Self-Employed,39225
57,Female,Working Professional,56550
19,Male,Self-Employed,56431
62,Female,Student,44708
42,Male,Student,83158
56,Female,Student,30770
26,Male,Self-Employed,52203
39,Female,Working Professional,38205
60,Female,Working Professional,53406
63,Female,Retired,71611
21,Male,Self-Employed,54244
43,Male,Working Professional,30468
46,Female,Student,51431
62,Female,Student,68443
51,Female,Retired,79024
40,Other,Student,43000
54,Female,Self-Employed,74538
28,Male,Self-Employed,57291
23,Female,Working Professional,49263
35,Female,Self-Employed,67022
38,Male,Self-Employed,23745
59,Male,Self-Employed,38819
53,Male,Student,29299
58,Other,Self-Employed,28392
55,Male,Retired,56382
51,Male,Working Professional,42300
34,Male,Student,51368
54,Female,Student,60248
42,Male,Self-Employed,48880
55,Male,Student,70167
29,Male,Retired,64463
40,Male,Student,73279
59,Male,Working Professional,50904
39,Female,Student,33613
38,Female,Retired,31489
44,Male,Working Professional,21175
48,Female,Working Professional,80806
23,Female,Working Professional,42713
44,Female,Retired,46967
57,Male,Self-Employed,75847
51,Male,Working Professional,54471
29,Female,Retired,52666
62,Male,Self-Employed,59270
24,Female,Retired,50651
27,Female,Student,61329
62,Female,Self-Employed,69116
34,Other,Self-Employed,56458
43,Female,Retired,54029
38,Male,Student,81245
45,Male,Self-Employed,82265
63,Male,Student,82141
19,Male,Retired,34727
60,Female,Retired,23053
18,Male,Student,34713
53,Male,Self-Employed,58427
43,Female,Retired,26151
46,Female,Student,76274
38,Female,Student,55914
28,Male,Student,62639
57,Female,Working Professional,44924
28,Female,Self-Employed,66289
53,Male,Working Professional,57205
56,Male,Student,48587
57,Female,Student,60939
52,Female,Self-Employed,74253
51,Other,Student,61207
64,Female,Retired,48047
41,Male,Student,46828
39,Male,Student,73170
22,Male,Self-Employed,55831
50,Male,Self-Employed,21153
53,Female,Working Professional,69698
64,Female,Self-Employed,73600
37,Male,Student,22760
36,Female,Student,63436
52,Male,Retired,55754
60,Female,Retired,58477
34,Female,Student,61669
62,Female,Self-Employed,30557
60,Male,Student,52450
51,Female,Working Professional,54177
26,Male,Working Professional,45777
43,Female,Student,66540
19,Female,Self-Employed,24768
26,Female,Student,56517
26,Male,Working Professional,60077
57,Female,Retired,34861
34,Male,Self-Employed,94277
18,Male,Retired,81417
42,Female,Working Professional,40552
60,Female,Retired,45343
57,Male,Student,56183
59,Male,Self-Employed,91996
42,Male,Student,33666
56,Female,Student,51258
52,Male,Self-Employed,40127
20,Other,Self-Employed,67204
54,Male,Student,48526
61,Male,Working Professional,63007
61,Female,Working Professional,45274
47,Female,Working Professional,77619
55,Female,Student,56640
51,Female,Self-Employed,49562
29,Female,Student,61785
36,Female,Working Professional,39688
54,Male,Retired,15959
61,Male,Retired,64765
34,Female,Retired,37402
27,Other,Self-Employed,44774
64,Male,Student,58119
29,Male,Student,37731
33,Female,Working Professional,49967
41,Male,Student,52657
36,Male,Working Professional,57898
25,Female,Self-Employed,48497
48,Female,Student,51513
38,Male,Retired,37798
34,Male,Working Professional,48751
40,Female,Student,54043
54,Other,Student,73037
33,Male,Self-Employed,43727
23,Female,Self-Employed,62832
25,Female,Retired,47956
42,Male,Self-Employed,50800
35,Female,Student,53804
42,Female,Working Professional,52207
29,Female,Working Professional,44775
32,Male,Retired,50058
43,Male,Working Professional,30055
58,Female,Retired,57390
62,Female,Self-Employed,42825
43,Female,Self-Employed,52864
64,Female,Self-Employed,49685
49,Male,Self-Employed,63530
27,Male,Retired,47041
33,Male,Student,82834
24,Male,Self-Employed,64250
34,Female,Student,50261
40,Male,Retired,42027
43,Female,Retired,49080
38,Female,Self-Employed,72994
39,Female,Student,59731
24,Female,Working Professional,38131
31,Female,Self-Employed,52166
32,Male,Self-Employed,63300
24,Male,Working Professional,72497
26,Male,Working Professional,28804
25,Male,Student,69283
40,Female,Retired,50064
46,Male,Student,24003
35,Female,Student,55499
48,Other,Self-Employed,53053
47,Male,Student,62294
56,Male,Self-Employed,30386
52,Female,Working Professional,69722
35,Female,Retired,40810
59,Male,Self-Employed,54662
56,Female,Working Professional,21592
34,Female,Working Professional,34684
31,Female,Working Professional,44946
48,Male,Student,8000
41,Male,Retired,15521
52,Female,Student,69561
61,Male,Student,24128
62,Female,Self-Employed,31441
51,Male,Student,51461
20,Female,Self-Employed,36664
54,Female,Working Professional,56567
60,Female,Student,41077
57,Female,Student,42514
43,Female,Student,34497
40,Female,Working Professional,64750
61,Male,Working Professional,70667
56,Male,Student,16394
32,Female,Student,64331
21,Female,Student,51057
46,Other,Working Professional,46934
39,Female,Self-Employed,39549
42,Female,Retired,40768
30,Female,Student,63383
35,Male,Student,49616
50,Male,Retired,69253
33,Female,Working Professional,44203
62,Male,Self-Employed,29484
59,Male,Student,55878
61,Male,Self-Employed,37145
19,Female,Student,41014
52,Male,Self-Employed,92088
59,Female,Working Professional,39782
51,Female,Working Professional,60082
47,Male,Student,40156
30,Male,Retired,44436
30,Female,Student,61379
35,Male,Self-Employed,24900
49,Male,Student,47123
49,Male,Student,61922
52,Male,Student,41533
56,Female,Retired,34287
63,Female,Student,53820
46,Male,Student,55875
46,Other,Working Professional,56646
61,Male,Self-Employed,40335
33,Male,Self-Employed,69211
61,Other,Retired,46334
64,Male,Retired,62348
27,Female,Retired,30106
47,Female,Student,30032
42,Male,Student,24547
56,Male,Retired,70065
37,Female,Retired,58318
22,Male,Working Professional,24621
18,Male,Self-Employed,39315
47,Male,Retired,57531
20,Male,Self-Employed,89878
62,Male,Student,44220
31,Female,Retired,72733
47,Male,Student,39530
21,Female,Student,56673
35,Other,Self-Employed,44274
54,Male,Working Professional,45695
42,Male,Self-Employed,42192
18,Female,Retired,8000
63,Female,Self-Employed,49540
32,Female,Retired,59263
26,Female,Student,51497
32,Female,Retired,26638
41,Other,Retired,42268
21,Male,Working Professional,70667
29,Female,Retired,46350
54,Female,Student,61388
54,Female,Retired,49929
60,Male,Retired,58048
23,Female,Retired,33549
56,Female,Working Professional,62454
63,Male,Self-Employed,46532
41,Female,Retired,55348
28,Male,Self-Employed,74414
30,Male,Working Professional,29224
51,Female,Student,86444
42,Female,Student,67968
24,Female,Working Professional,28592
21,Female,Working Professional,19942
25,Female,Working Professional,62669
37,Male,Student,8000
46,Male,Student,42378
62,Male,Self-Employed,58617
63,Female,Working Professional,60924
27,Female,Working Professional,79890
60,Female,Retired,54351
51,Other,Working Professional,32003
43,Female,Self-Employed,63663
58,Female,Self-Employed,54426
20,Male,Retired,62883
23,Male,Self-Employed,41482
22,Male,Student,57258
22,Female,Retired,59421
64,Female,Student,53825
40,Male,Self-Employed,51160
26,Male,Student,76393
52,Female,Self-Employed,37967
37,Male,Retired,50744
59,Male,Working Professional,71592
52,Female,Retired,29827
35,Male,Self-Employed,74734
34,Male,Self-Employed,36545
41,Male,Working Professional,57742
20,Female,Working Professional,45577
49,Female,Self-Employed,61310
52,Male,Working Professional,65808
55,Male,Retired,40449
30,Male,Retired,60571
64,Male,Retired,37546
42,Female,Retired,56569
26,Male,Self-Employed,41022
21,Female,Retired,75246
31,Male,Working Professional,76249
54,Female,Self-Employed,63907
51,Female,Student,62416
28,Male,Student,73547
58,Male,Retired,66744
20,Male,Student,48453
45,Male,Self-Employed,49769
46,Female,Retired,18065
26,Male,Retired,64832
20,Male,Working Professional,52107
42,Male,Working Professional,26971
51,Other,Student,28154
29,Male,Working Professional,39300
59,Male,Retired,51463
26,Other,Self-Employed,57373
32,Female,Self-Employed,16882
57,Female,Student,63830
42,Male,Retired,57945
22,Female,Self-Employed,42399
28,Female,Working Professional,38169
51,Female,Retired,43844
41,Male,Working Professional,52958
32,Male,Student,47190
55,Female,Retired,79822
25,Male,Retired,51754
22,Male,Working Professional,75132
43,Female,Self-Employed,54036
35,Female,Retired,46345
23,Female,Self-Employed,44432
54,Female,Retired,38498
30,Male,Student,36145
45,Male,Student,55389
22,Female,Retired,87048
30,Other,Working Professional,34301
